L?penr	Vassdrag	Lokalitets-ID	Lokalitet	Dato	pH	Ca	Turbiditet	SiO2	TOC	POC	DOC	TotP	TotN	NH4	NO3	TON	As	Pb	Cd	Cu	Cr	Ni	Zn	abs_254 nm	abs_285 nm	abs_365 nm	abs_410 nm
1585	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	26.02.2024	5.9	1.2		1.9	1.1			2	130		100												
1586	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	04.03.2024	6.2	0.79																					
1587	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	11.03.2024	6.5	1.5																					
1588	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	18.03.2024	6.4	1.1																					
1589	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	25.03.2024	6.3	1.1																					
1590	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	02.04.2024	6	0.82		1.4	1.2			2	89		84												
1591	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	08.04.2024	6.2	0.46																					
1592	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	14.04.2024	6	0.65		0.96	1.4			2	86		57												
1593	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	15.04.2024	6.4	0.65																					
1594	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	22.04.2024	6.5	1																					
1595	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	29.04.2024	6.2	0.84		1.4	1.2			2	83		58												
1596	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	06.05.2024	6.5	0.62																					
1597	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	15.05.2024	6.3	0.52																					
1598	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	20.05.2024	6.6	0.63																					
1599	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	27.05.2024	6.8	0.66																					
1600	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	09.06.2024	6	0.61		1.1	3.8			6.2	120		96												
1601	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	17.06.2024	6.6	0.66																					
1602	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	02.07.2024	6.5	0.9		1	1.7			2	87		46												
1603	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	08.07.2024	6	0.56		1.1	3.5			2.8	130		24												
1604	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	15.07.2024	7	0.97																					
1605	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	29.07.2024	6.7	1.1		1.2	1.2			2	120		70												
1606	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	05.08.2024	6.6	1.5		1.8	0.74			2	140		130												
1607	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	12.08.2024	6.4	0.84																					
1608	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	26.08.2024	6.3	0.58																					
1609	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	06.09.2024	6.4	0.95		1.3	1.2			2	100		57												
1610	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	16.09.2024	6.4	0.99																					
1611	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	30.09.2024	6.3	0.83		1.6	2			2	130		48												
1612	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	15.10.2024	6.5	1																					
1613	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	28.10.2024	6.2	1.1		1.4	1.7			2.2	110		50												
1614	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	11.11.2024	6.7	1.4																					
1615	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	25.11.2024	6.5	0.9																					
1616	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	02.12.2024	6.2	0.85		1.3	1.5			2	97		55												
1617	Lyseelva	031-38523	Lyse†na ved utl?p (VK4)	16.12.2024	6.5	0.88																					
1618	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.01.2019	6.15	0.71		2.1	2.3			2	160		120												
1619	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.02.2019	6.34	2.55		2.78	2.4			2	690		590												
1620	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.03.2019	6.28	0.64		1.63	1.9			2	180		130												
1621	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.04.2019	6.25	0.72		1.52	2.8			2	150		150												
1622	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	22.04.2019	5.59	0.63																					
1623	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.05.2019	6.28	0.69		1.58	4.5			2	160		120												
1624	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	13.05.2019	6.3	0.47																					
1625	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	20.05.2019	6.11	0.4																					
1626	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	27.05.2019	6.2	0.76																					
1627	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.06.2019	6.13	0.77		1.08	3.7			2	120		90												
1628	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.07.2019	6.2	0.65		1.01	3			2	130		40												
1629	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.08.2019	6.21	0.59		1.03	2.8			2	130		100												
1630	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.09.2019	6.11	0.73		1.72	5.6			3	390		80												
1631	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.09.2019	6.16	0.71		1.66	3.6			2	140		100												
1632	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	31.10.2019																							
1633	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.11.2019	6.04	0.67		1.88	2.4			2	160		120												
1634	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.12.2019	6.21	0.63		2.06	2.3			2	160		130												
1635	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.01.2020	5.96	0.64		1.74	3.1			2	160		120												
1636	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.02.2020	6.25	0.67		2.23	2.4			2	200		140												
1637	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.03.2020	6.14	1.04		2.69	1.8			2	170		130												
1638	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.04.2020	6.25	0.8		2.09	2.4			2	140		120												
1639	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	20.04.2020	6.35	0.89			1.9																		
1640	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	27.04.2020	6.25	0.76			1.3																		
1641	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.05.2020	6.26	0.59			2																		
1642	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	11.05.2020	6.19	0.49		1.69	1.7			2	100		100												
1643	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	18.05.2020	6.43	0.63			2.2																		
1644	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	25.05.2020	6.25	0.65			3.2																		
1645	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.06.2020	6.27	0.61			2																		
1646	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	08.06.2020	5.91	0.46		0.63	2.4			2	110		50												
1647	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.07.2020	5.83	1.19		2.49	7.9			3	330		150												
1648	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.08.2020	6.38	0.69		1.45	5.4			2	150		60												
1649	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.09.2020	6.1	0.61		1.6	5.3			2	250		57												
1650	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.10.2020	6.2	0.67		1.7	3.8			2	190		75												
1651	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	22.10.2020	6	0.56		1.9	7.9			5.4	240		74												
1652	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.11.2020	6	0.78		2	5.2			3.9	250		140												
1653	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.12.2020	6	0.54		1.8	2.7			2	170		130												
1654	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.01.2021	6.1	0.45		2.1	2.9			2	130		70												
1655	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.03.2021	6.1	0.55		2	2.6			3.3	220		160												
1656	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	15.03.2021	6.1	0.6		2	2.8			2	210		190												
1657	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.04.2021	6.2	0.58		2.1	2.6			2.8	180		150												
1658	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	20.04.2021	6.3	0.86			2.1																		
1659	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	26.04.2021	6.2	0.66			2.6																		
1660	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.05.2021	6.2	0.54		1.9	2.9			2.5	170		120												
1661	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	12.05.2021	6.1	0.53			1.9																		
1662	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	18.05.2021	6.1	0.46			2.2																		
1663	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	27.05.2021	6.3	0.51			1.8																		
1664	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	31.05.2021	6.3	0.51			1.9																		
1665	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.06.2021	6.1	0.51		0.86	2.1			2.4	130		97												
1666	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.07.2021	6.1	1.3		1.6	2.7			6.4	300		270												
1667	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	13.07.2021	6.3	0.54		1	2.4			2	130		68												
1668	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	12.08.2021	6.2	0.5		1	2			2	160		82.5												
1669	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.10.2021	6.3	0.67		1.6	3.7			2	180		85												
1670	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.11.2021	6.1	0.63		1.9	3.7			2.4	210		84												
1671	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.11.2021																							
1672	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.12.2021	6.1	0.67		1.9	2.8			3.1	200		110												
1673	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.01.2022	6	1.3		1.7	2.8			2.6	390		310												
1674	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	10.01.2022	6.3	0.64		1.8	2.6			2	190		120												
1675	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	31.01.2022	5.9	0.63		1.6	2.6			2	190		120												
1676	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.02.2022	6	0.97		2	2			2	180		130												
1677	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	28.02.2022	6	1.4		2.4	1.6			2	340		290												
1678	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.04.2022	6.1	0.75		2.1	2.4			2	190		140												
1679	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	19.04.2022	6.3	0.71			1.6																		
1680	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	25.04.2022	6.2	0.74			1.7																		
1681	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.05.2022	6.2	0.67		2.1	1.8			2	140		120												
1682	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	09.05.2022	6.1	0.61			1.8																		
1683	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	16.05.2022	6.2	0.61		1.9	1.9			2	170		91												
1684	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	23.05.2022	6.2	0.54			2.3																		
1685	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.05.2022	6.2	0.58			2.2																		
1686	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.06.2022	6.1	0.62		1	2.3			2.6	140		47												
1687	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.07.2022	6.2	0.57			2.9																		
1688	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.08.2022	6.1	0.53		1.3	2.8			2.4	180		76												
1689	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.09.2022	5.95	0.57		1.25	2.6			3.05	205		78												
1690	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.10.2022	5.9	0.74		1.5	3.6			3.1	230		120												
1691	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.11.2022	5.8	0.53		1.4	3.6			2	160		72												
1692	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.12.2022	6	0.62		1.8	2.9			2	170		120												
1693	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.01.2023	5.9	0.67		2.4	3.2			2	230		170												
1694	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.02.2023	6.05	0.99		1.8	2.15			2	225		205.5												
1695	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.03.2023	5.9	0.68		2	1.8			2	150		150												
1696	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	11.04.2023	5.9	0.9		1.6	1.9			2	200		190												
1697	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	17.04.2023	6.3	0.62			1.8																		
1698	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	24.04.2023	6.3	0.6			1.8																		
1699	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.05.2023	5.9	0.99		2	2.4			2	280		210												
1700	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.05.2023																							
1701	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	08.05.2023	6.3	0.76			1.9																		
1702	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	15.05.2023	6.2	0.54			1.9																		
1703	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	22.05.2023	6.1	0.67			1.8																		
1704	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.05.2023	6.1	0.86			2																		
1705	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	07.08.2023	6.2	0.72		1.2	3.9			2.4	140		52												
1706	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.09.2023	6.5	0.83		1.5	3.2			2.4	230		160												
1707	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.10.2023	6.3	0.71		1.65	3.45			2.05	165		92												
1708	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	26.10.2023																							
1709	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.12.2023	5.8	0.75		1.8	2.8			2	150		100												
1710	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	08.01.2024	5.9	1.1		2.4	2.5			2	250		180												
1711	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	29.01.2024	5.5	1.3		1.9	2.1			2	250		190												
1712	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.03.2024	6.1	1.7		2.4	2.1			2	280		260												
1713	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.04.2024	6.1	0.83		1.9	2			2	170		99												
1714	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	08.04.2024	6.3	0.98		2.1	2.7			2.5	200		130												
1715	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	15.04.2024	6	0.72			2.5																		
1716	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	22.04.2024	6.1	0.87			2.8																		
1717	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.04.2024	6.1	1.4		1.7	2.1			2	260		200												
1718	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	06.05.2024	6.3	1			2.1																		
1719	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	13.05.2024	6.1	0.64			2.2																		
1720	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	21.05.2024	6.2	0.86			1.9																		
1721	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	27.05.2024	6.4	0.6			2																		
1722	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.06.2024	6	0.7		0.92	2			2	140		77												
1723	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	01.07.2024	6	0.74		1.1	2.6			2	120		44												
1724	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	04.08.2024	6.2	1.3		1.4	2.7			2	250		140												
1725	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	02.09.2024	6.1	0.71		1.5	4.6			2.9	160		45												
1726	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	30.09.2024	6	0.79		1.8	4.3			3.2	170		52												
1727	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	05.11.2024	6	0.66		1.8	3.9			2.6	170		68												
1728	J?rpelandselva	032-58839	J?rpelands†na ved utl?p (VK4/BU1))	03.12.2024	6	0.88		2	3.3			2.8	180		110												
1729	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	07.01.2019	6.45	1.15	0.16	1.16	1.4	100	1.5	3	240	9	200	31	0.06	0.1	0.05	0.51	0.15	1	2.5				
1730	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	04.02.2019	6.56	1.08	0.25	0.98	0.87	100	0.97	2	220	3	180	37	0.05	0.2	0.02	0.33	0.19	1	4.4				
1731	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	04.03.2019	6.44	0.99	0.25	1.15	2.9	200	2.7	2	220	2	140	78	0.055	0.5	0.05	0.44	0.1	1	3.8				
1732	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	01.04.2019	6.56	1.2	0.19	0.89	2.9	600	2.3	2	180	2	190	-12	0.047	0.15	0.052	1.4	0.1	1.1	3.4				
1733	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	15.04.2019	6.57	0.87																					
1734	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	22.04.2019	6.33	0.91																					
1735	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	29.04.2019	6.14	0.65																					
1736	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	06.05.2019	6.45	0.84	0.35	0.55	2.2	100	2.2	2	130	2	110	18	0.049	0.2	0.04	0.35	0.1	1	1.5				
1737	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	13.05.2019	6.23	0.78																					
1738	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	20.05.2019	6.32	0.9																					
1739	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	27.05.2019	6.36	0.94																					
1740	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	03.06.2019	6.66	1	0.49	0.88	3	200	2.8	2	190	13	110	67	0.068	0.19	0.05	1.7	0.1	3	9				
1741	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	01.07.2019	6.47	0.89	0.53	0.61	1.4	100	1.3	2	160	2	70	88	0.066	0.2	0.025	0.42	0.19	1.7	2.6				
1742	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	05.08.2019	6.39	0.93	0.48	0.49	1.2	600	0.61	2	120	2	40	78	0.066	0.2	0.05	0.66	0.1	1	4.3				
1743	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	02.09.2019	6.52	0.98	0.36	0.66	2.4	200	2.2	2	200	9	100	91	0.082	0.2	0.05	0.2	0.2	1	4.8				
1744	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	30.09.2019	6.75	1	0.18	0.77	1.4	490	0.91	2	130	8	110	12	0.076	0.2	0.05	0.2	0.1	1.5	4.8				
1745	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	04.11.2019	6.38	1.01	0.27	0.81	1.4	540	0.86	3	250	70	140	40	0.072	0.2	0.05	3.5	0.19	1.3	5.3				
1746	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	02.12.2019	6.6	1.2	0.26	1.11	1	50	0.95	2	250	49	230	-29	0.054	0.2	0.05	0.29	0.1	1	5				
1747	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	06.01.2020	6.23	0.94	0.39	1.12	2.3	100	2.2	2	210	48	160	2	0.065	0.2	0.02	0.38	0.18	1	4.6				
1748	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	03.02.2020	6.49	1.34	0.23	1.17	1.7	300	1.4	2	250	2	200	48	0.053	0.25	0.035	0.38	0.12	1.7	5				
1749	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	02.03.2020	6.49	1.57	0.6	1.31	1.4	200	1.2	2.5	305	140	240	-75	0.052	0.3	0.047	0.87	0.1	1.9	6				
1750	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	02.04.2020	6.42	1.42	0.16	1.27	1.1	100	1	2	250	2	220	28	0.05	0.34	0.02	0.36	0.21	3.1	3.1				
1751	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	20.04.2020	6.54	1.23			0.9																		
1752	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	27.04.2020	6.34	0.72			0.7																		
1753	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	04.05.2020	6.66	1.3			1.4																		
1754	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	11.05.2020	6.39	0.92	0.19	0.66	1.2	200	1	2	120	2	100	18	0.051	0.2	0.02	0.18	0.12	1	3.9				
1755	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	18.05.2020	6.56	0.94			1.5																		
1756	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	25.05.2020	6.54	0.93			1.7																		
1757	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	01.06.2020	6.55	0.87			1																		
1758	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	08.06.2020	6.48	0.85	0.22	0.6	1.4	500	1.4	2	130	2	100	28	0.053	0.26	0.02	0.42	0.37	1	4.3				
1759	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	06.07.2020	6.44	0.83	0.31	0.79	3.1	1300	1.8	2.5	125	48	70	7	0.056	0.26	0.02	1.1	0.19	2.1	2.4				
1760	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	03.08.2020	6.47	0.86	0.24	0.78	1	500	1	2	100	14	80	6	0.058	0.24	0.077	0.26	0.1	1	7.9				
1761	Suldalsl†gen	036-58748	Suldalsl†gen ved Larvika (VK15)	07.09.2020	6.5	0.85	0.27	0.92	2.1	0	2.1	2	145	3	110	32	0.06	0.049	0.0059	0.24	0.05	0.19	1.2	0.087	0.065	0.021	0.011
